ふぁーあ……ねむいな……寝てていい？ ,143
夜明けの定番議題だ。 ■1.まとめ役 ■2.CO方法 ■3.回避CO ■4.占方法 セルフ回答（テンプレだが） ■1.確能>確白 ■2.FOで良いと思うが、まぁ各自思惑あるだろうしお任せする。 ■3.完全にお任せする。 ■4.初日は統一で。 ,144
おはよう。 僕【占い師】だよ。 ,145
よろしくね 【占い師ＣＯ】【ペーター君の対抗確認】 ,146
クララが来たw 占い出来ないぜー。 ■1.確能＞多数決 ■2.FOが好みなんだが、霊は潜伏するかは皆の意見を聞いてみるか？ ■3.回避して良いだろ。 ■4.統一が良いな。 ,147
よろしく。 始まったけど14人村わかんないわ、占い先回しでいいんかね。 ,148
占先回しで霊は待って。 ,149
え、占い師の潜伏とかねーだろ？ 狼に相談の時間与えたくねえし、さっさと回そうぜ！ あ、ペーター坊やと妹の占CO見たぜ。 ,150
■1.確村＞＞ほか ■2.FO希望ー ■3.状況次第 ■4.陣形次第かなー 議題回答しつつ、今日はちょっと眠いから寝ちゃう。 あ、僕は非COからCO回しするのは嫌いだと言い添えて。寝鳩でもしかしたらみるかもー。 とかかいてたらみえたー。【非占】　いいね。さくさくやろう。僕寝るけど。寝はｔｒｙ ,151
早い！ 【非占】【年書の占CO確認】 ,152
あー。占い師のＣＯは確認したぞ。 なお、俺は【占いは出来ねぇ】 ちょっと退席するわ。 ,153
おはよう。これからしばらくよろしくね。 2人とも早い！【私は占いなんてできないよ】 ,154
おはようだーよ 14人になったんだねー 【非占】【年書の占い確認】 ■1.確霊＞確白＞初日は多数決 ■2.3COなら潜伏もあり ■3.お任せ ■4.統一安全 ,155
【ペーターとクララの占COを見た】【非占】 ■1.確能≧確白＞多数決 ■2.FOが好みだが霊潜伏も嫌いではない。 ただし、後者は2dの更新付近に全員が居られるという条件付きでだが。 ■3.もし霊潜伏するなら占霊両方回避。 狩は本人に任せる。個人的に吊りは回避してほしいと思っている。 ■4.統一が好きだが少々占や陣形を見てみたい。 ,156
【書占確認】 でも僕の占いの方がよく当たるよ。 ■1.確霊か確白 ■2.FO ■3.各自お任せ ■4.統一希望 ,157
議題ありがとう。 ■1.確定村側 ■2.占２ＣＯならＦＯ、３ＣＯなら霊潜伏を視野に入れつつ霊の判断でお願いしたいな。３ＣＯでも潜伏しんどければ出てきてくれていい。 ■3.霊潜伏なら霊は占吊回避で。狩人は吊り回避で。 ■4.初日は統一が無難かな。自由でもわたしは対応可能。 あと当然【非霊。撤回もないよ】 今一つ動きが遅いね。初動の要素少ないのは少し辛いな。 ,158
■1.確能>確白>多数決 ■2.わからんパス ■3.自己判断で ■4.陣形による 14人だと何か変わるんかな、村二人凸死と思ってフルメンと変わらん感じでいいんかな？ ,159
あ、そっか。この時間更新じゃ俺は寝落ちするかもしれねーから霊潜伏に反対しとくな。 っつーか、他の野郎も大分お寝坊さんみたいだな。起きたら非占・占回してくれよー？ 書>>158 ★「非霊。撤回もないよ」ってどーして？今、する必要ねえんじゃないか？ 陣形確定しなさそうだから今夜は俺も寝るな〜。 ,160
★旅>>150　占い潜伏ねーだろ？って誰かの発言に反応してるの？ちょっと趣旨が分からなかったので説明plz 14-13>11>9>7>5>3>1 ６縄３狼１狂の奇数進行。フルメンよりは縄１本少ないけどまあ村それほど厳しい条件じゃないよ。村が自力で白くなっていけば普通に勝てる。 ☆旅>>160　細かいこと考える人にどうせ聞かれるから。 ～かも知れない、で無駄な思考負担させても仕方ないからね。 ,161
【年書CO確認】【非占】 議題提示ありがとう、礼を言っておくわ ■1.確能＞確白 ■2.基本はFO、3COなら霊の判断に ■3.お任せ ■4.統一 ,162
まだ起きてない人が4人もいるね。 陣形が決まるのは明日かな？ 14人村だと16人村で1d吊失敗+GJなしと同じだからちょっと村厳しいね。 でも僕が狼を占うからみんな安心してね。 ,163
宿>>159 14→13＞11＞9＞7＞5＞3＞EP 吊り手6の人外4 フルメンから1手減だが人外数は変わらない、という感じで私は認識している。 ふむ、先の議題回答に補足しておこうか。 占2COならFO。初手霊ロラも選択肢だ。 占3COなら霊潜伏も選択肢だが、2dで狼の霊回避があれば5COでラスト1手勝負になりうるのか。これは微妙だな。 ,164
書>>161 ☆女将>>148「占い先回しで良いんかね？」にだな。いや、占い師潜伏とかありえねーし俺先に回したぜ。んで、他も早く回せよって思って急かす形で言わせて貰ったな。 あ、そう。霊スライドや村騙りの懸念が残した方が狼の方は困るんじゃね？って思ったんだけどよ。 ■4の自由でも〜から狼探しには自身があると見て良いんだな？ 逆に坊やは狼を占うから〜とか言いながら統一希望なんだな。どっちだよ。 ,165
しかし、狼が素直に吊られてくれるかという話になるな。 ふむ、フルメンの霊潜伏よりメリットが薄く感じるので、霊潜伏は反対寄りにしておこうか。更新時間の件もあるからな。 年>>163 ほう、少年は狼を見つける自信があると取ってよいか？ あとクララは初動の要素を重視するタイプだろうか。 現時点で見えたものがあるか聞いていいか？ ,166
年>>163 揚げ足取りになっちゃうけど、その説明占い能力が考慮されてなくてちょい印象ダウンだわ。 対抗クラが強そうだから真なら頑張ってね。 羊>>164 村不利になるのは流石にわかるんだけど、CO周り変わるんかな〜って思ったのよ。 ,167
僕は狼探しには自信が無いよ。 だから統一占い希望だよ。 みんなが頑張って狼候補を探す。 そして僕が狼を占う。 それが占い師の仕事でしょ？ だから自由占いになってもみんなの●○は欲しいよ。 ,168
旅>>165　狼との相性にもよるね。ドス黒いところは察しが付くけど、初日から狼当てられる「自信があるか？」と言われれば、そんなもの無い。 羊>>166　ニコラスは私とペタ君に早々に文句付けてくるあたり、前のめりな村っぽい感じがする。 あとはレジさんは、>>148>>152あたりは要素にとらないけど、>>159から>>167の流れが本当にＣＯ周りをどうしたら村利に沿うのかって考えてる風で村目線。 ,169
宿>>167　CO周りをメインとした疑問だったのか。すまない。 では、今はどう思っている？　占はもう回っているが、霊に関してはどう考えている？ 年>>168　「僕が狼を占う」というのは少年の推理ではなく、占った先の結果の話か。 役割分担というわけだな。現時点では性格要素として見ておこうか。 ただ、占い師も推理はしてほしい。 結果だけではない、信じる先を見出したい。 「みんなが頑張って狼を探す」が ,170
他人事に見えて少々印象ダウンした面はある。 書>>169　ふむ、初動の要素を見るならレジーナが目に留まると思ってたので、これは納得。 ただ、>>148>>152を要素に取らなかった理由を聞いていいだろうか。 私はこの辺りから>>167まで「わからない」と言い続けてるのに単独感を覚えて、微弱だが人要素取ったのだが。 クララはこれを狼でもできる、もしくはレジーナの村狼問わない素の部分と思った？ ,171
羊>>170 とりあえず占い回しきって、霊は真なり騙りなり出るの待ちかな？ 非霊炙りは好きじゃないし。 うーん、なんだかペタが非常に狂人っぽく感じてきたよ。 印象このままならペタから黒出て斑っても単純に吊りとはしたく無いかもねえ。 ,172
もちろん僕なりに狼探しはするけど、みんな初日の印象の狼探しにそんなに自信があるの？ みんな前世では4dで終わらせてるの？ 占投票、占結果、霊結果は待てないの？ そんなに焦らなくても占霊の答えあわせですぐに色々わかるじゃん。 それとも答え合わせされると何か困るの？ ,173
今占師の真贋知りたいのは村以上に狼だと思うよ。 (もちろん2占は真狂以外にも真狼も狼狼も狼狂とか村騙りまで含めると色々あるのわかってるからいちいち突っ込まないでね) 村は占真贋判らないままでも、とりあえず2人に占わせれば色々情報出るけど、狼にとってはその前になんとかしたいと考えるかもしれないからね。 てことは占が真狼の場合は狼は占師に絡む必要ないけど、真狂の場合は狼は占師に絡みそうだね。 ,174
おはよーう。あるぇ、三人来てないじゃん。 んー、ペタ、なんでそんな敵意丸出しなん？と。もちけつ。 まぁ、個人的にはそういうところはちょっと真に見えないかなあ。 占ってさあ、なんていうのかな、「村が一番期待をかける先」なんだよ。だから、どうしても見る目が厳しくなる。占経験者ならより一層。 それを踏まえて言うと、占って推理関係なしに色暴けるじゃん？ だからこそ、それをどう活かすかっていう意識が出る。 ,175
その意識がちょっと、「僕が狼を占うよ！」って発言とそのあととで下がったように見えるから他人事っていわれてるんだしょ。 あとなんかなー。発言ごとの強弱が極端だよね。背伸びしてる感じがする。 勿論、真が偽視されたっていいことないからある程度の弁明は必要だと思うケド、イコールで村を敵に見ろってわけでもない。 まぁ、ペタ真なら能力で報いてくれ。 さて、自宅警備員はお布団警備してくる。また昼か夜にでも ,176
確かにペタが真っぽくないって言われてる部分に納得はするが、それにしたってなんか色々前のめりじゃねぇ？ってのが夜明け回りみてからの感想。能力者の第一声が重要なのって分かるけどな。 特にレジーナ。>>167で対抗強そうって言ってるけど、 宿★まだクララもろくに話してないけどどこらへんでそう思ったのよ？ ,177
超 寝 て た 。 お米食って熱くなれよ！ ,178
ポテサラ屋さんの朝は早い。5時に起きて作りはじめねーといけねぇんだ。 時間の都合で、今日からは小人さんが用意してくれました。 【非占】だけ置いて華麗に離脱！ でも、霊隠してもただの狼の逃げ道じゃね？ 回避めんどｒｙの【非霊】 ねる。 ,179
おはよう、ちょー眠い。 ☆者>>177 見えてたとこ全部かな？ 何て言うか、隙が無い感じ？ ,180
寝てますた。ごめんチャイ。 ログざっと読み。 【ペタ・クララの占CO確認】 【非占・非霊】 無記名投票だから霊潜伏とかきついデショ。 信者会得のタメ、ガンバッテキマスー。昼来れるかも。 ,181
人狼なんているのかなぁ。 ペタについてはヨアヒムに同感だなー。占いって考察が進まない人の色を見れるのがいいと占い師が思うと思うけど、年>>168にはそういう意識があんまり見えないかな。 レジはぱっそょんな感じなの。 ★>>180具体的に発言を拾ってみる事はできる？ ,182
それからディーターはペタ偽の流れに一旦待ったをかけてる点でバランサーみたいな印象で、ヨアリナは村なら怪しい人をどんどん突っついてくれる矛みたいな感じ。ヨアリナ（特にヨア）は村なら武器だからはじめの方に占ったりしたくないの。後々困る前に、って人がいたらまた考える。 オットーは寝てばっかのパン屋（お米屋？）さんだから占っても良い。 ,183
レジは疑問を素直に出すタイプに思えて白くなっていくのかなー。分かんないけど私としては村印象なの。素直狼って一番難しいと思うから占い候補としてはありだと思う。 ニコラスはいい感じに突っ込んでるなあ。リアルタイムの感想として自然で共感高い。でも共感なんて当てにならないので顔を隠してる旅人は占って良い。 ★>>165は懸念残した方がいいと思ったけどとりあえずまわしちまったぜ。ってこと？ ,184
宿>>180 んー。返答になってないよな？それ。 ★例えばどこの部分が特に隙がないと思ったのかとか 具体例あるか？なかったらなかったでそれでもいい。 リザが俺への雑感で言ってるけど、夜明け直後のペタ偽の流れが若干気になったんだよな。 レジーナは喉の割き方とか狼だったら気ぃ使うかなーとか、全体的に単独感あって村っぽいとは思ってるんだが、上記の件でちょっと引っ掛かるんだよな ,185
遅れてすまぬだ 今から読み返すでござる ,186
そして大事なことをば おら【真っ当な占い師】でござるよ 遅れてきたおかげで分かったけど、 ペーターさんとクララさんには疑いの念を持たざるを得ないんだな 本当に村人さんならおらに任せてほしいだよ ,187
■1.任せるだ ■2.俺はCOしたが、どちらでもよいと思う。いずれわかるさ ■3.どちらでもよいだよ ■4.みんなで決めてくれー ,188
【樵の占いCO確認】 占い3COね。 私に対する議論が無駄になりそうなんで、取り急ぎ【霊CO】しとくわね。 ,189
３COってのは2人は狼側確定と考えてよいわけだな おらはなんでも答えてやるだ 夜は酒飲んでるけど気にすんなや ,190
３−１了解なの。 ★樵>>187村の占騙りはあること前提なの？むむむ。 あと、いずれ分かるじゃ灰としては全然安心できないの・・・ ,191
☆リーザちゃん おらはその2人は狼だと思っているだ いずれわかるではおらの命も長くないだろうからこっちも困るんだな… その2人のどちらかを占ってみればわかるのか？ でも2人とも自分で白と言えばわからんしなぁ どうすっぺ？ ,192
【トーマスの占CO確認】 樵>>187　「疑いの念を持たざるを得ない」か。確定的な人外を発見した視点にはあまり見えないのだが。 それか「本当に村人さんなら」村騙りを疑っているのか？ ……と思ったら>>190か。 >>187→>>190の間に視点がぐらっと揺れた感覚を覚えた。 そして、レジーナが霊COか。【非霊】 ふむ……レジーナの先の返答に対して思ったことがあるが、非確定なら述べよう。 ,193
ペーターだが、予想より反動が強かったな。 青年の>>175>>176が綺麗に説明してくれた感。特に「背伸び感」はしっくり来た。 まだこれからだが、現在好印象。 年>>173　「占霊の答え合わせで」とあるが、それができない可能性も十分ある。 だからこそ、今この時も要素として取りたい。 ただ、クララもほんの少しだがひりつくような感覚を覚えた。 クララ、貴女は占が嫌いとか、そういった感覚はあるか？ ,194
>>187も>>190も同じことを言ってるつもりだがな 悪いがおらはその2人を人外断定しているだ 2人ともいろいろ話してくれずはずだべ ,195
☆>>192ありがと。それを踏まえて>>187下二段の説明をお願い。あの文面だと狼の視点漏れにしか見えないから。 占い師は相互占いは基本的にやらないよ。有効な場面ってあるのかな。もしかしたらあるかもしれないけど私には分かんないや。灰を占って後は自分が真ってみんなを説得するしかないと思うよ。 ,196
二人が色々話すって言ってるが、トマが真視を集めることでそれは証明されるもんじゃねーのか？お前真なんだろ？違うのか？ とか言いつつ【トマの占いＣＯ確認】【レジーナの霊ＣＯ確認した】 因みに俺は【幽霊とか見えたことないな】 ,197
☆>>196リーザちゃん んだべな。おらは自分のことを頑張らねばならねえな >>187のは 「（どうせあんたらは狼だろうけど）もし村人として占い師を騙るつもりなら撤回してもいいだよ」 と言いたかっただけだ。おらが占い師なのは当然とする立場での話だな。深い意味はねぇ さてどうすっぺ ,198
あー……>>187は一応真でも解釈できなくはない、のか？　あまり心情的に納得はいかんが。 まあ妙>>196への反応待ちだ。 ただ「疑わざるをえない」はやはり真視点としては微妙。全く繋がらないわけではないが…… んー……トーマスは疑い合い、嫌いだったりするか？ もう一つ。狂人が騙っているという線は見ていない？ 相互占いは私も有効なパターンは思いつかないな。 離席する。@12 ,199
こんにちわデスヨ。 昼まっから神の血を飲んで良い気分になってるロクデ……Σ（ﾟ∇ﾟ|||)はっ!! ………可愛いフリーデルさん参上ですよ？ >>192 トマ で酔いが醒めましたワヨ？その２人が狼って…。 トマさん占師に狼２匹が騙りに回ってると思ってるのデスカ？ レジの【霊CO確認】 占3COだからレジ確定しそうデスネ。確定したらまとめヨロシク。 ,200
議題答えておこうカシラー？ ■1.確霊＞確白＞多数決 ■2.FO希望です。 ■3.能力者さんにお任せデスネ。 ■4.占い師の面子が濃いの集まってるのでセッカクだから自由占シタイデス。 >>191　リザ リザちゃん？非霊COしてる？あと３−１了解なの？ またしばらくコレないデス。 ,201
☆>>200 おはようごぜえますだ 狼2人は誤解があるな、すまん。狼1人、狂人1人の計2人（匹？）ってことだ。狼陣営２ってことだな おらはペーターとクララが怪しいと思ってるし、いろいろ疑うのは必要だと思うが、何でもかんでも疑ってかかるのはなんだかややこしくなるだけだわな 自分の考えをすぱっというのがおら好きだや そういう世界と言えばそれまでだがな… ,202
──ふぅ、ごきげんよう お昼休み短いから薄い箱でざっと議事録読んでくるわ ,203
おらが疑われて喜ぶのは狼だけだべさ 村人さんたちは、3人のうち正しいと思う占い師を全力でサポートするべきだと思うだよ 腹減った、ご飯食うべ ,204
ぽっぽー。【非霊】だにょりん。 トーマスにしばがとまらない。わらわら。なんてぇか、トマあんま経験無いだろ。肩の力抜けよ。 「人狼騒動が起きた村の村人」っていうＲＰを背負おうとして背負われてる感じ。視点が混在してる。 あとリズがすごい僕を買い被ってて震えた。僕、白取りのが得意なのよう。しかもスロースターターなのよー。リナは確かに矛になるだろね。僕はせいぜい爪楊枝かな。ちくっとするぜ！ ,205
取り急ぎ、俺は【幽霊なんて見えない】ぜー。出来る事と言ったら芝を生やす事ぐれぇだし。・・・ヨアヒムが生やした芝は刈ってくぜー。 　　　 _, ._ 　　（ ・ω・） 　　○=｛=｝〇, 　 　|:::::::::＼, ', ´ .ｗｗし ｗ`（.＠）ｗｗｗｗ 突込み済みだけど嬢ちゃんは非霊してねーのは何でだ？で、ディタも二人が非霊してるのに待ってたのは・・・何か理由でもあんのか？ ,206
無理に遠回しに言わなくていいじゃーん。トマ視点、クララもペタも偽だし、狼側だし、確定で「敵」なんだからさー。それを変にオブラートに包もうとするから歪むんだよ。 まあ超減点スタートなのは否めないけどねー。 占視点が物凄い勢いで回転してんだもんよ。目ぇまわる。 因みに、ペタは視点はあるけど意識が強弱かかってんのね。 クララは特筆すべきとこないかなー。まだあんま印象にないかんじー？ 布団恋しー ,207
ヨアヒムさん 視点が混在するのはいかんことだべか？ おら田舎者でよくわかんねえんだ ,208
【トーマスの対抗確認】【レジーナの霊ＣＯ】確認。 レジさんは確定したらまとめお願い。 ＣＯ回しへの神経質なくらいのこだわりは霊の目線だったっぽいね。 ☆羊>>194　私は占い候補に厳しくて、決め打ち上等派だからね。 占狩ラインが機能すれば村はめったに負けないっていう思いもあって、確かに緊張感あって硬くなってるかも知れない。 占が嫌いってことはないよ。注目されるのもまた一興。 ,209
